loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
20000,20000,19750.0, 36 months,12.69%,670.9,B,B5,Fully Paid
22750,14000,13726.50919, 36 months,11.49%,461.6,B,B4,Fully Paid
12000,12000,11900.0, 60 months,12.98%,272.92,C,C3,Fully Paid
5000,5000,5000.0, 36 months,10.37%,162.21,B,B3,Fully Paid
8000,8000,7975.0, 60 months,15.65%,193.06,D,D4,Fully Paid
7875,7875,7850.0, 36 months,10.59%,256.3,B,B2,Fully Paid
4500,4500,4500.0, 36 months,6.62%,138.17,A,A2,Fully Paid
12000,12000,11750.0, 36 months,7.49%,373.22,A,A4,Fully Paid
30000,30000,30000.0, 36 months,9.91%,966.75,B,B1,Fully Paid
5600,5600,5600.0, 36 months,5.42%,168.9,A,A1,Fully Paid
8000,8000,8000.0, 36 months,15.58%,279.61,D,D3,Fully Paid
12000,12000,10713.06953, 36 months,12.84%,403.42,C,C2,Fully Paid
10000,10000,10000.0, 36 months,6.62%,307.04,A,A2,Fully Paid
10000,10000,9333.582979, 36 months,7.88%,312.81,A,A5,Fully Paid
35000,35000,34975.0, 60 months,18.39%,896.22,E,E2,Fully Paid
10600,10600,10550.0, 60 months,6.00%,248.13,C,C2,Fully Paid
11000,11000,11000.0, 36 months,11.99%,365.31,B,B5,Fully Paid
6250,6250,6250.0, 36 months,9.99%,201.65,B,B4,Fully Paid
6000,6000,6000.0, 36 months,8.90%,190.52,A,A5,Fully Paid
15000,15000,14980.66662, 36 months,12.21%,499.73,B,B5,Fully Paid
8325,8325,8275.0, 36 months,6.99%,257.02,A,A3,Fully Paid
10000,10000,9850.0, 36 months,7.88%,312.82,A,A5,Fully Paid
5400,5400,5190.78, 36 months,12.53%,180.72,C,C1,Fully Paid
7200,7200,7200.0, 36 months,11.49%,237.4,B,B4,Fully Paid
12000,12000,9108.246853, 36 months,12.84%,403.42,C,C2,Fully Paid
5000,5000,4989.082697, 36 months,8.94%,158.86,A,A5,Fully Paid
11200,11200,11175.0, 36 months,14.26%,384.23,C,C5,Fully Paid
23075,23075,23050.0, 60 months,17.80%,583.45,F,F1,Fully Paid
35000,35000,35000.0, 60 months,19.42%,916.03,E,E3,Fully Paid
10000,10000,9900.0, 36 months,7.88%,312.82,A,A5,Fully Paid
22000,22000,21975.0, 60 months,12.69%,497.09,B,B5,Fully Paid
25000,15200,14775.0, 60 months,21.14%,412.41,G,G5,Fully Paid
5700,5700,5700.0, 60 months,19.03%,147.96,E,E2,Fully Paid
4000,4000,3975.0, 36 months,11.12%,131.19,B,B3,Fully Paid
9000,6550,6437.97114, 60 months,11.49%,144.02,B,B4,Fully Paid
5400,5400,4419.377953, 36 months,12.61%,180.94,D,D1,Fully Paid
4000,4000,4000.0, 36 months,12.69%,134.18,B,B5,Fully Paid
7500,7500,0.0, 36 months,10.71%,244.52,B,B5,Fully Paid
14475,14475,14475.0, 36 months,15.27%,503.7,C,C4,Fully Paid
13000,13000,13000.0, 36 months,17.27%,465.24,D,D3,Fully Paid
2000,2000,2000.0, 60 months,16.45%,49.12,E,E1,Fully Paid
15000,15000,14850.0, 36 months,12.99%,505.34,C,C1,Fully Paid
4000,4000,4000.0, 36 months,7.68%,124.77,A,A2,Fully Paid
12000,12000,12000.0, 36 months,13.61%,407.87,C,C2,Fully Paid
12000,12000,12000.0, 36 months,15.33%,417.94,D,D3,Fully Paid
4000,4000,4000.0, 36 months,5.79%,121.31,A,A2,Fully Paid
10375,10375,10125.0, 36 months,11.71%,343.17,B,B3,Fully Paid
25000,25000,25000.0, 36 months,16.89%,889.96,D,D4,Fully Paid
10000,10000,9975.0, 36 months,7.66%,311.8,A,A5,Fully Paid
13000,13000,13000.0, 36 months,9.99%,419.42,B,B1,Fully Paid
8350,8350,8350.0, 36 months,7.49%,259.7,A,A4,Fully Paid
30750,30750,30750.0, 60 months,11.71%,679.52,B,B3,Fully Paid
25000,25000,24500.0, 36 months,14.83%,864.56,D,D3,Fully Paid
6000,6000,6000.0, 36 months,5.42%,180.96,A,A1,Fully Paid
15000,15000,14750.34447, 36 months,14.22%,514.27,C,C5,Fully Paid
19950,19950,19650.0, 60 months,10.65%,430.29,B,B2,Fully Paid
10000,10000,9926.252188, 36 months,13.57%,339.69,C,C3,Fully Paid
10425,10425,10175.0, 36 months,8.49%,329.05,A,A5,Fully Paid
3000,3000,3000.0, 36 months,6.76%,92.31,A,A2,Fully Paid
6000,6000,6000.0, 36 months,11.49%,197.83,B,B4,Fully Paid
12000,12000,11983.9356, 36 months,6.92%,370.09,A,A3,Fully Paid
8000,8000,8000.0, 36 months,7.49%,248.82,A,A4,Fully Paid
12000,12000,12000.0, 36 months,9.63%,385.13,B,B1,Fully Paid
10000,10000,9950.0, 36 months,6.54%,306.68,A,A4,Fully Paid
16000,16000,16000.0, 36 months,15.65%,559.78,D,D4,Fully Paid
7200,7200,7175.0, 36 months,8.49%,227.26,A,A5,Fully Paid
9750,9750,9500.0, 36 months,10.00%,314.61,B,B2,Fully Paid
10000,10000,9975.0, 36 months,7.51%,311.11,A,A3,Fully Paid
7500,7500,7500.0, 36 months,15.23%,260.84,C,C5,Fully Paid
9000,9000,9000.0, 36 months,11.14%,295.24,B,B1,Fully Paid
6000,6000,5950.0, 36 months,12.53%,200.8,B,B5,Fully Paid
17500,17500,17500.0, 36 months,13.85%,596.82,C,C4,Fully Paid
7000,7000,7000.0, 36 months,16.07%,246.36,D,D5,Fully Paid
20000,20000,19975.0, 36 months,11.99%,664.2,B,B5,Fully Paid
33000,33000,32975.0, 36 months,9.99%,1064.67,B,B1,Fully Paid
4000,4000,3900.0, 60 months,11.86%,88.7,B,B5,Fully Paid
6000,6000,5800.0, 36 months,7.88%,187.69,A,A5,Fully Paid
6000,6000,6000.0, 36 months,11.49%,197.83,B,B4,Fully Paid
9400,9400,9350.0, 36 months,9.99%,303.27,B,B1,Fully Paid
8800,8800,8702.043012, 36 months,10.37%,285.49,B,B3,Fully Paid
6000,6000,6000.0, 36 months,7.51%,186.66,A,A4,Fully Paid
10000,10000,10000.0, 36 months,8.49%,315.63,A,A5,Fully Paid
14000,14000,14000.0, 36 months,17.56%,503.05,E,E4,Fully Paid
10000,10000,10000.0, 36 months,10.59%,325.45,B,B2,Fully Paid
3000,3000,2950.0, 36 months,10.36%,97.31,B,B5,Fully Paid
3000,3000,2074.434624, 36 months,13.67%,102.06,D,D2,Fully Paid
16000,11000,10750.0, 60 months,11.49%,241.87,B,B4,Fully Paid
2800,2800,2800.0, 36 months,10.25%,90.68,B,B2,Fully Paid
15000,9150,9150.0, 36 months,6.17%,279.07,A,A3,Fully Paid
4500,4500,3979.674451, 36 months,8.00%,141.02,A,A3,Fully Paid
8325,8325,8275.0, 36 months,6.62%,255.61,A,A2,Fully Paid
6000,6000,6000.0, 36 months,15.27%,208.79,C,C4,Fully Paid
22000,22000,18492.19352, 36 months,6.54%,674.68,A,A4,Fully Paid
3800,3800,3800.0, 36 months,6.99%,117.32,A,A3,Fully Paid
7200,7200,7200.0, 36 months,7.51%,224.0,A,A3,Fully Paid
25200,25200,24997.2527, 60 months,15.96%,612.28,C,C5,Fully Paid
6000,6000,5975.0, 36 months,7.51%,186.66,A,A4,Fully Paid
4000,4000,4000.0, 36 months,13.99%,136.7,C,C3,Fully Paid
6000,6000,6000.0, 36 months,10.38%,194.68,B,B1,Fully Paid
6700,6700,6440.469244, 36 months,11.83%,222.0,B,B3,Fully Paid
25000,25000,24925.0, 36 months,16.07%,879.85,D,D5,Fully Paid
5000,5000,5000.0, 60 months,13.99%,116.32,C,C3,Fully Paid
19400,19400,13422.48, 36 months,11.89%,643.39,B,B4,Fully Paid
8000,8000,7300.0, 36 months,10.38%,259.57,B,B1,Fully Paid
15000,15000,350.0, 36 months,10.28%,485.99,C,C1,Fully Paid
18000,18000,18000.0, 60 months,10.37%,385.74,B,B3,Fully Paid
10000,10000,10000.0, 36 months,5.42%,301.6,A,A1,Fully Paid
10000,10000,9975.0, 36 months,9.99%,322.63,B,B1,Fully Paid
9000,9000,9000.0, 36 months,5.79%,272.95,A,A2,Fully Paid
6900,6900,6900.0, 60 months,15.99%,167.76,D,D2,Fully Paid
7000,7000,6900.0, 36 months,9.32%,223.63,A,A4,Fully Paid
21000,21000,21000.0, 60 months,11.11%,457.75,B,B5,Fully Paid
6000,6000,6000.0, 36 months,19.13%,220.33,F,F4,Fully Paid
20000,20000,19725.0, 60 months,13.49%,460.1,C,C2,Fully Paid
2525,2525,2525.0, 36 months,13.98%,86.28,C,C3,Fully Paid
20000,20000,19975.0, 60 months,15.27%,478.64,C,C4,Fully Paid
11000,11000,11000.0, 36 months,12.68%,368.95,C,C1,Fully Paid
20000,20000,19750.0, 36 months,11.49%,659.43,B,B4,Fully Paid
15000,15000,6025.0, 36 months,14.42%,515.74,D,D2,Fully Paid
13200,13200,13100.0, 36 months,7.51%,410.65,A,A4,Fully Paid
2000,2000,2000.0, 36 months,7.29%,62.02,A,A4,Fully Paid
5500,5500,5500.0, 36 months,14.96%,190.55,D,D2,Fully Paid
11500,11500,11475.0, 36 months,8.49%,362.98,A,A5,Fully Paid
7000,7000,6995.058237, 36 months,19.13%,257.05,F,F4,Fully Paid
17750,17750,17750.0, 36 months,13.49%,602.27,C,C2,Fully Paid
8000,8000,8000.0, 36 months,12.42%,267.33,B,B4,Fully Paid
8000,8000,8000.0, 60 months,13.06%,182.28,C,C2,Fully Paid
3200,3200,3200.0, 36 months,5.42%,96.52,A,A1,Fully Paid
16000,16000,16000.0, 36 months,13.06%,539.57,C,C2,Fully Paid
35000,24800,24750.0, 36 months,16.11%,873.25,C,C5,Fully Paid
15000,15000,14925.0, 60 months,11.49%,329.82,B,B4,Fully Paid
7500,7500,7475.0, 36 months,10.00%,242.01,B,B2,Fully Paid
16000,11975,11975.0, 60 months,14.79%,283.57,C,C4,Fully Paid
6000,6000,5987.40855, 36 months,13.22%,202.81,C,C2,Fully Paid
7000,7000,6500.0, 36 months,12.23%,233.27,C,C1,Fully Paid
3000,3000,0.0, 36 months,7.68%,93.57,A,A2,Fully Paid
8000,8000,7581.681838, 36 months,15.65%,279.89,D,D4,Fully Paid
11500,11500,9550.530181, 36 months,6.54%,352.68,A,A4,Fully Paid
13000,13000,12909.48189, 36 months,10.74%,424.01,B,B4,Fully Paid
15000,15000,8978.290049, 36 months,10.20%,485.42,B,B1,Fully Paid
4000,4000,4000.0, 36 months,5.99%,121.67,A,A2,Fully Paid
15000,15000,15000.0, 60 months,14.91%,356.15,D,D2,Fully Paid
10000,10000,10000.0, 36 months,15.96%,351.38,C,C5,Fully Paid
6000,6000,6000.0, 36 months,10.65%,195.44,B,B2,Fully Paid
12000,12000,2572.92, 36 months,13.16%,405.25,C,C3,Fully Paid
7000,4450,4372.089084, 36 months,6.54%,136.47,A,A4,Fully Paid
8000,8000,8000.0, 36 months,12.69%,268.36,B,B5,Fully Paid
18500,18500,18250.0, 36 months,12.42%,618.19,B,B4,Fully Paid
5000,5000,5000.0, 36 months,15.62%,174.85,D,D1,Fully Paid
10000,10000,10000.0, 36 months,6.62%,307.04,A,A2,Fully Paid
10000,10000,10000.0, 60 months,8.88%,207.01,B,B1,Fully Paid
1500,1500,1500.0, 36 months,8.94%,47.66,A,A5,Fully Paid
11000,11000,10975.0, 36 months,7.49%,342.12,A,A4,Fully Paid
5000,5000,5000.0, 36 months,7.49%,155.51,A,A4,Fully Paid
17500,17500,17450.0, 60 months,14.17%,408.74,C,C5,Fully Paid
30000,30000,30000.0, 60 months,10.37%,642.89,B,B3,Fully Paid
10000,10000,9295.782006, 36 months,11.26%,328.64,B,B2,Fully Paid
10000,10000,10000.0, 36 months,8.90%,317.54,A,A5,Fully Paid
5000,5000,5000.0, 60 months,13.98%,116.29,C,C3,Fully Paid
4000,4000,4000.0, 36 months,10.59%,130.18,B,B2,Fully Paid
8000,8000,7950.0, 36 months,10.37%,259.53,B,B3,Fully Paid
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,Fully Paid
5500,5500,5500.0, 36 months,6.62%,168.88,A,A2,Fully Paid
6000,6000,6000.0, 36 months,6.62%,184.23,A,A2,Fully Paid
4000,4000,4000.0, 36 months,7.51%,124.45,A,A4,Fully Paid
5000,5000,4950.0, 60 months,13.61%,115.34,C,C2,Fully Paid
5000,5000,5000.0, 36 months,13.11%,168.73,C,C2,Fully Paid
15000,15000,14575.0, 36 months,15.70%,525.17,D,D4,Fully Paid
10000,10000,9150.0, 36 months,9.32%,319.47,A,A4,Fully Paid
2400,2400,2400.0, 60 months,16.40%,58.88,E,E1,Fully Paid
2000,2000,2000.0, 36 months,9.88%,64.43,B,B1,Fully Paid
7100,7100,7100.0, 36 months,12.42%,237.25,B,B4,Fully Paid
18000,18000,17975.0, 60 months,13.23%,411.68,C,C1,Fully Paid
1250,1250,1249.28, 36 months,10.95%,40.9,B,B1,Fully Paid
8500,8500,8500.0, 36 months,9.99%,274.24,B,B4,Fully Paid
25600,25600,25600.0, 36 months,14.65%,883.06,C,C3,Fully Paid
7800,7800,7800.0, 60 months,10.75%,168.63,B,B2,Fully Paid
5000,5000,2000.0, 36 months,11.78%,165.55,C,C1,Fully Paid
19000,13000,13000.0, 60 months,17.49%,326.52,D,D5,Fully Paid
3600,3600,3600.0, 36 months,9.99%,116.15,B,B1,Fully Paid
6000,6000,5975.0, 36 months,11.14%,196.83,B,B1,Fully Paid
12000,12000,11975.0, 36 months,5.42%,361.92,A,A1,Fully Paid
12000,12000,11190.56083, 36 months,14.11%,410.75,D,D1,Fully Paid
12000,12000,12000.0, 60 months,17.14%,299.14,E,E3,Fully Paid
7200,7200,7200.0, 36 months,7.49%,223.94,A,A4,Fully Paid
5975,5975,5975.0, 36 months,11.86%,198.06,B,B5,Fully Paid
24000,24000,23845.92417, 60 months,21.27%,652.94,G,G4,Fully Paid
9000,9000,9000.0, 36 months,11.14%,295.24,B,B1,Fully Paid
12000,12000,12000.0, 36 months,10.65%,390.88,B,B2,Fully Paid
15000,15000,5546.014699, 36 months,12.84%,504.27,C,C2,Fully Paid
15000,15000,15000.0, 60 months,10.36%,321.37,B,B5,Fully Paid
9000,9000,9000.0, 36 months,6.92%,277.57,A,A3,Fully Paid
9000,9000,9000.0, 36 months,13.61%,305.9,C,C2,Fully Paid
7000,7000,7000.0, 36 months,7.51%,217.78,A,A3,Fully Paid
7000,7000,7000.0, 36 months,11.86%,232.04,B,B5,Fully Paid
6000,6000,6000.0, 36 months,12.42%,200.5,B,B4,Fully Paid
16800,16800,16800.0, 36 months,6.03%,511.32,A,A1,Fully Paid
10400,10400,10150.0, 36 months,10.37%,337.39,B,B3,Fully Paid
16000,16000,15675.0, 36 months,10.74%,521.86,B,B4,Fully Paid
10000,10000,10000.0, 36 months,11.99%,332.1,B,B5,Fully Paid
10000,10000,10000.0, 36 months,18.64%,364.75,E,E1,Fully Paid
4550,4550,3875.0, 36 months,8.00%,142.59,A,A3,Fully Paid
12000,12000,8077.898673, 36 months,13.79%,408.91,C,C5,Fully Paid
6000,6000,6000.0, 36 months,12.42%,200.5,B,B4,Fully Paid
18000,18000,17800.0, 36 months,10.25%,582.93,B,B2,Fully Paid
2525,2525,2375.0, 36 months,12.21%,84.12,B,B5,Fully Paid
10000,10000,10000.0, 36 months,15.96%,351.38,C,C5,Fully Paid
4000,4000,3750.0, 36 months,8.90%,127.02,A,A5,Fully Paid
6125,6125,6125.0, 36 months,13.23%,207.06,C,C1,Fully Paid
2200,2200,2200.0, 36 months,11.99%,73.07,B,B5,Fully Paid
9600,9600,9600.0, 36 months,15.62%,335.71,D,D1,Fully Paid
6400,6400,5548.725835, 36 months,14.11%,219.07,D,D1,Fully Paid
9500,9500,9375.0, 36 months,6.03%,289.14,A,A1,Fully Paid
14000,14000,13846.42771, 36 months,15.70%,490.16,D,D4,Fully Paid
3200,3200,3171.895765, 36 months,13.22%,108.17,C,C2,Fully Paid
2000,2000,2000.0, 36 months,10.36%,64.88,B,B5,Fully Paid
28000,28000,27675.15896, 36 months,18.62%,1021.0,F,F2,Fully Paid
15000,15000,15000.0, 60 months,19.79%,395.66,E,E2,Fully Paid
11000,11000,11000.0, 60 months,9.62%,231.67,B,B3,Fully Paid
4750,4750,4750.0, 36 months,7.90%,148.63,A,A4,Fully Paid
7000,7000,7000.0, 36 months,7.90%,219.04,A,A4,Fully Paid
5000,5000,4500.0, 36 months,6.54%,153.34,A,A4,Fully Paid
10000,6175,5920.607204, 36 months,6.54%,189.38,A,A4,Fully Paid
16075,16075,15575.0, 36 months,6.99%,496.28,A,A3,Fully Paid
20000,12175,10055.41307, 36 months,6.54%,373.38,A,A4,Fully Paid
12000,12000,12000.0, 60 months,10.59%,258.47,B,B2,Fully Paid
12000,12000,12000.0, 36 months,12.42%,400.99,B,B4,Fully Paid
11000,11000,10975.0, 36 months,10.59%,358.0,B,B2,Fully Paid
13500,13500,13122.5839, 36 months,9.63%,433.28,A,A5,Fully Paid
14400,14400,14275.0, 36 months,8.59%,455.19,A,A4,Fully Paid
3600,3600,3575.0, 36 months,10.59%,117.17,B,B2,Fully Paid
8500,8500,8500.0, 36 months,6.76%,261.53,A,A2,Fully Paid
8000,8000,6084.49284, 36 months,14.30%,274.59,D,D4,Fully Paid
5000,5000,4997.329097, 60 months,19.41%,130.84,F,F4,Fully Paid
12000,12000,12000.0, 36 months,13.49%,407.17,C,C2,Fully Paid
12500,12500,12500.0, 60 months,16.49%,307.24,D,D3,Fully Paid
16000,16000,15975.0, 60 months,18.64%,411.89,E,E1,Fully Paid
17000,10950,9630.045532, 36 months,5.79%,332.08,A,A2,Fully Paid
9000,9000,8975.0, 36 months,5.99%,273.76,A,A2,Fully Paid
6000,6000,5950.0, 36 months,9.99%,193.58,B,B1,Fully Paid
11200,11200,11200.0, 36 months,13.99%,382.74,C,C3,Fully Paid
12000,12000,12000.0, 36 months,11.11%,393.5,B,B5,Fully Paid
1500,1500,1500.0, 36 months,7.29%,46.52,A,A4,Fully Paid
6000,6000,5000.0, 36 months,7.14%,185.64,A,A3,Fully Paid
4500,4500,4500.0, 60 months,10.59%,96.93,B,B2,Fully Paid
1200,1200,1200.0, 36 months,8.88%,38.1,B,B1,Fully Paid
20000,20000,20000.0, 36 months,7.90%,625.81,A,A4,Fully Paid
17875,17875,17875.0, 36 months,6.99%,551.85,A,A3,Fully Paid
1500,1500,1500.0, 36 months,10.65%,48.86,B,B2,Fully Paid
12000,12000,11750.0, 60 months,10.00%,254.97,B,B2,Fully Paid
10000,10000,9950.0, 36 months,13.61%,339.89,C,C2,Fully Paid
4000,4000,4000.0, 36 months,12.99%,134.76,C,C1,Fully Paid
8500,8500,8475.0, 60 months,17.14%,211.89,E,E3,Fully Paid
13000,13000,12750.0, 36 months,10.99%,425.55,B,B3,Fully Paid
5000,5000,4925.0, 36 months,7.29%,155.05,A,A4,Fully Paid
3600,3600,3600.0, 36 months,15.70%,126.04,D,D4,Fully Paid
7400,7400,7150.0, 36 months,7.51%,230.23,A,A3,Fully Paid
6500,6500,6500.0, 36 months,9.99%,209.71,B,B1,Fully Paid
12000,12000,12000.0, 36 months,12.69%,402.54,B,B5,Fully Paid
25000,25000,25000.0, 36 months,18.62%,911.61,F,F2,Fully Paid
11200,11200,11200.0, 36 months,5.79%,339.67,A,A2,Fully Paid
10000,10000,10000.0, 60 months,15.65%,241.33,D,D4,Fully Paid
5600,5600,5600.0, 36 months,12.68%,187.83,C,C1,Fully Paid
6400,6400,6400.0, 36 months,17.49%,229.75,D,D5,Fully Paid
5000,5000,5000.0, 36 months,7.51%,155.56,A,A3,Fully Paid
24000,15525,7100.0, 60 months,11.12%,338.49,B,B3,Fully Paid
10000,10000,4650.0, 36 months,11.66%,330.53,C,C3,Fully Paid
22000,16750,16548.79698, 36 months,9.25%,534.6,B,B2,Fully Paid
5000,5000,5000.0, 36 months,6.92%,154.21,A,A3,Fully Paid
12000,12000,11950.0, 60 months,18.67%,309.12,F,F2,Fully Paid
8000,8000,8000.0, 36 months,12.87%,269.07,C,C1,Fully Paid
24000,24000,1075.0, 36 months,9.76%,771.72,B,B2,Fully Paid
12000,12000,12000.0, 36 months,9.91%,386.7,B,B1,Fully Paid
20000,20000,20000.0, 60 months,12.68%,451.8,C,C1,Fully Paid
6875,6875,6825.0, 36 months,11.86%,227.89,B,B5,Fully Paid
10000,10000,9750.0, 36 months,9.99%,322.63,B,B1,Fully Paid
2000,2000,2000.0, 36 months,14.79%,69.13,C,C4,Fully Paid
7000,7000,6975.0, 36 months,11.14%,229.63,B,B1,Fully Paid
6000,6000,6000.0, 36 months,14.22%,205.71,C,C5,Fully Paid
2400,2400,2400.0, 36 months,16.29%,84.73,D,D1,Fully Paid
2000,2000,2000.0, 36 months,10.38%,64.9,B,B1,Fully Paid
10500,10500,10500.0, 36 months,7.29%,325.61,A,A4,Fully Paid
15000,15000,15000.0, 36 months,13.49%,508.96,C,C1,Fully Paid
24000,24000,23925.0, 60 months,18.39%,614.55,E,E2,Fully Paid
2600,2600,2600.0, 36 months,13.49%,88.22,C,C2,Fully Paid
12000,12000,12000.0, 36 months,11.71%,396.92,B,B3,Fully Paid
22000,22000,21850.0, 36 months,10.99%,720.18,B,B4,Fully Paid
4225,4225,2078.28, 36 months,9.83%,136.0,B,B3,Fully Paid
4000,4000,4000.0, 36 months,10.75%,130.49,B,B2,Fully Paid
3200,3200,3200.0, 36 months,7.68%,99.81,A,A2,Fully Paid
12000,12000,11950.0, 36 months,10.74%,391.39,B,B4,Fully Paid
11000,11000,10975.0, 36 months,7.49%,342.12,A,A4,Fully Paid
9000,9000,8456.813251, 36 months,6.76%,276.91,A,A2,Fully Paid
16750,16750,16750.0, 36 months,7.88%,523.95,A,A5,Fully Paid
7500,7500,7500.0, 36 months,12.98%,252.64,C,C3,Fully Paid
4200,4200,4175.0, 36 months,13.72%,142.98,C,C5,Fully Paid
3000,3000,2750.0, 36 months,8.49%,94.69,A,A5,Fully Paid
9000,9000,8975.0, 60 months,12.61%,202.99,C,C2,Fully Paid
2500,2500,2500.0, 36 months,10.37%,81.11,B,B3,Fully Paid
7500,7500,400.0, 36 months,8.07%,235.25,A,A4,Fully Paid
12500,12500,12500.0, 36 months,6.03%,380.45,A,A1,Fully Paid
6800,6800,5815.065814, 36 months,12.84%,228.61,C,C2,Fully Paid
5000,5000,5000.0, 60 months,10.59%,107.7,B,B2,Fully Paid
6700,6700,6650.0, 60 months,10.99%,145.65,B,B3,Fully Paid
9900,9900,9900.0, 36 months,14.84%,342.42,D,D1,Fully Paid
22000,22000,12375.73532, 36 months,11.58%,726.3,B,B3,Fully Paid
7000,7000,7000.0, 60 months,7.29%,139.57,A,A4,Fully Paid
10800,10800,10800.0, 36 months,5.99%,328.51,A,A2,Fully Paid
3000,3000,2002.44, 36 months,10.28%,97.2,C,C1,Fully Paid
25000,25000,24770.54444, 36 months,19.04%,916.95,F,F3,Fully Paid
15000,15000,14926.31185, 36 months,14.22%,514.27,C,C5,Fully Paid
10000,10000,10000.0, 36 months,7.49%,311.02,A,A4,Fully Paid
18000,18000,17950.0, 36 months,13.22%,608.42,C,C2,Fully Paid
12000,12000,11975.0, 36 months,12.18%,399.6,B,B4,Fully Paid
4000,4000,4000.0, 36 months,8.00%,125.35,A,A3,Fully Paid
5000,5000,5000.0, 36 months,6.17%,152.5,A,A3,Fully Paid
35000,35000,34975.0, 60 months,20.30%,933.14,E,E5,Fully Paid
5800,5800,5700.0, 36 months,13.16%,195.87,C,C3,Fully Paid
12600,12600,12350.0, 36 months,11.71%,416.76,B,B3,Fully Paid
5500,5500,5425.0, 36 months,9.76%,176.86,B,B2,Fully Paid
35000,35000,33500.0, 60 months,23.22%,991.1,G,G4,Fully Paid
9250,9250,9250.0, 36 months,7.90%,289.44,A,A4,Fully Paid
7500,7500,6986.481962, 36 months,15.05%,260.19,D,D4,Fully Paid
13000,13000,13000.0, 36 months,12.61%,435.59,C,C2,Fully Paid
15000,11675,10900.0, 60 months,15.58%,281.32,D,D3,Fully Paid
20000,20000,20000.0, 36 months,12.69%,670.9,B,B5,Fully Paid
20000,20000,14400.0, 36 months,14.96%,692.9,D,D2,Fully Paid
5000,5000,4831.138851, 60 months,17.93%,126.78,E,E5,Fully Paid
18000,18000,17950.0, 36 months,10.74%,587.09,B,B4,Fully Paid
25000,25000,24950.0, 60 months,17.58%,629.14,D,D4,Fully Paid
6000,6000,6000.0, 36 months,6.92%,185.05,A,A3,Fully Paid
10500,10500,10500.0, 60 months,17.14%,261.75,E,E3,Fully Paid
3000,3000,2950.0, 36 months,10.62%,97.68,B,B3,Fully Paid
3675,3675,3675.0, 36 months,8.49%,116.0,A,A5,Fully Paid
1600,1600,1600.0, 60 months,14.17%,37.38,C,C5,Fully Paid
7000,7000,6983.935526, 36 months,6.92%,215.89,A,A3,Fully Paid
12000,12000,50.34, 36 months,12.61%,402.08,D,D1,Fully Paid
4750,4750,4739.396206, 36 months,11.83%,157.39,B,B3,Fully Paid
8400,8400,8375.0, 60 months,9.99%,178.44,B,B4,Fully Paid
9050,9050,9025.0, 36 months,7.29%,280.64,A,A4,Fully Paid
7000,7000,6950.0, 36 months,10.37%,227.09,B,B3,Fully Paid
3000,3000,3000.0, 36 months,14.27%,102.93,C,C2,Fully Paid
5300,5300,5300.0, 36 months,14.65%,182.82,C,C3,Fully Paid
4000,4000,4000.0, 36 months,15.99%,140.61,D,D2,Fully Paid
8000,8000,7975.0, 36 months,9.99%,258.1,B,B4,Fully Paid
14000,14000,14000.0, 36 months,11.99%,464.94,B,B5,Fully Paid
15000,15000,15000.0, 60 months,13.49%,345.08,C,C1,Fully Paid
13000,13000,12950.0, 36 months,6.54%,398.68,A,A4,Fully Paid
7000,7000,6614.5, 36 months,9.63%,224.66,A,A5,Fully Paid
18000,18000,17775.0, 60 months,10.75%,389.13,B,B2,Fully Paid
8000,8000,8000.0, 36 months,9.91%,257.8,B,B1,Fully Paid
25000,25000,2043.47, 36 months,10.46%,812.09,B,B5,Fully Paid
16000,16000,15900.0, 36 months,7.90%,500.65,A,A4,Fully Paid
15000,15000,15000.0, 36 months,12.42%,501.23,B,B4,Fully Paid
21000,21000,20937.07614, 36 months,13.22%,709.82,C,C2,Fully Paid
12000,12000,12000.0, 60 months,13.49%,276.06,C,C1,Fully Paid
10000,10000,9900.0, 36 months,10.95%,327.14,B,B1,Fully Paid
4000,4000,540.9604309, 36 months,12.61%,134.03,D,D1,Fully Paid
12000,7450,6999.07839, 60 months,7.88%,150.64,A,A5,Fully Paid
5500,5500,5000.0, 36 months,11.12%,180.38,B,B3,Fully Paid
1500,1500,1500.0, 36 months,18.64%,54.72,E,E1,Fully Paid
4000,4000,4000.0, 60 months,14.83%,94.81,D,D3,Fully Paid
14500,14500,14500.0, 36 months,14.65%,500.17,C,C3,Fully Paid
25000,25000,5640.7, 36 months,10.08%,807.62,B,B3,Fully Paid
12000,12000,11975.0, 36 months,12.87%,403.6,C,C1,Fully Paid
10000,10000,10000.0, 36 months,7.66%,311.8,A,A5,Fully Paid
2500,2500,2494.888185, 36 months,6.91%,77.09,A,A5,Fully Paid
7200,7200,7200.0, 36 months,7.29%,223.28,A,A4,Fully Paid
12000,12000,11950.0, 60 months,12.99%,272.98,C,C1,Fully Paid
21600,21600,21600.0, 36 months,14.35%,741.92,C,C4,Fully Paid
15000,15000,5000.0, 36 months,11.26%,492.95,B,B2,Fully Paid
12000,12000,12000.0, 36 months,10.99%,392.83,B,B4,Fully Paid
20000,20000,19975.0, 60 months,12.69%,451.9,B,B5,Fully Paid
8000,8000,7968.884548, 60 months,15.21%,191.21,D,D2,Fully Paid
10000,10000,9950.0, 60 months,9.99%,212.43,B,B4,Fully Paid
